,0069,92,00ED4
R,0073,EE,00A55
R,0073,EF,001D3
R,0073,F0,00C74
R,0073,F1,01435
R,0073,F2,00E1C
R,0073,F3,00843
R,0073,F4,00B14
R,0073,F5,00F27
R,0073,F6,008A3
R,0073,F7,015A2
R,0073,F8,00382
R,0073,F9,00F5D
R,0073,FA,00D6F
R,0073,FB,014A6
R,0073,FC,00865
R,0073,FD,00F15
R,0073,FE,007E8
R,0073,FF,00E5B
T,0073,00552723
R,0074,00,009C9
R,0074,01,01547
R,0074,02,01559
R,0074,03,00403
R,0074,04,00823
R,0074,05,009B6
R,0074,06,0120F
R,0074,07,00B1A
R,0074,08,004C7
R,0074,09,00ECD
R,0074,0A,0098B
R,0074,0B,01104
R,0074,0C,015D0
R,0074,0D,00D51
R,0074,0E,00344
R,0074,0F,013C3
R,0074,10,01157
R,0074,11,0162B
R,0074,12,0025E
R,0074,13,00E23
R,0074,14,011BF
R,0074,15,00850
R,0074,16,00F57
R,0074,17,01606
R,0074,18,009B6
R,0074,19,01538
R,0074,1A,013FF
R,0074,1B,0095A
R,0074,1C,00C5A
R,0074,1D,0132D
R,0074,1E,00FD2
R,0074,1F,009EE
R,0074,20,007FE
R,0074,21,0139B
R,0074,22,0158A
R,0074,23,013C8
R,0074,24,01571
R,0074,25,01562
R,0074,26,00C45
R,0074,27,016B7
R,0074,28,009B5
R,0074,29,00D55
R,0074,2A,0055A
R,0074,2B,00655
R,0074,2C,01521
R,0074,2D,00C08
R,0074,2E,009CF
R,0074,2F,00619
R,0074,30,01282
R,0074,31,00241
R,0074,32,00F42
R,0074,33,00CE7
R,0074,34,00237
R,0074,35,00490
R,0074,36,00887
R,0074,37,0105E
R,0074,38,016B8
R,0074,39,008E4
R,0074,3A,006AF
R,0074,3B,001DC
R,0074,3C,01561
R,0074,3D,00ED0
R,0074,3E,010EF
R,0074,3F,00287
R,0074,40,00661
R,0074,41,00E40
R,0074,42,00F0B
R,0074,43,01395
R,0074,44,0097A
R,0074,45,00420
R,0074,46,0119E
R,0074,47,00369
R,0074,48,005C0
R,0074,49,012F9
R,0074,4A,00694
R,0074,4B,013D6
R,0074,4C,003D7
R,0074,4D,014F0
R,0074,4E,012B3
R,0074,4F,01191
R,0074,50,00DD9
R,0074,51,0139B
R,0074,52,00635
R,0074,53,006CD
R,0074,54,013A7
R,0074,55,00E4F
R,0074,56,00203
R,0074,57,0146C
R,0074,58,004DB
R,0074,59,011BF
R,0074,5A,014CC
R,0074,5B,0156F
R,0074,5C,00906
R,0074,5D,00206
R,0074,5E,00D9F
R,0074,5F,006F6
R,0074,60,005DC
R,0074,61,00A51
R,0074,62,0068C
R,0074,63,00A45
R,0074,64,00882
R,0074,65,00FDA
R,0074,66,012EC
R,0074,67,014E3
R,0074,68,00E7E
R,0074,69,01658
R,0074,6A,00F19
R,0074,6B,0088D
R,0074,6C,011DE
R,0074,6D,00F92
R,0074,6E,01673
R,0074,6F,00D8C
R,0074,70,01609
R,0074,71,00A83
R,0074,72,0114A
R,0074,73,010D3
R,0074,74,006EB
R,0074,75,00FE5
R,0074,76,001E8
R,0074,77,014E1
R,0074,78,007FD
R,0074,79,006B9
R,0074,7A,00F5F
R,0074,7B,011E4
R,0074,7C,009ED
R,0074,7D,0162E
R,0074,7E,00F68
R,0074,7F,00616
R,0074,80,00648
R,0074,81,00A0B
R,0074,82,01372
R,0074,83,01136
R,0074,84,0086C
R,0074,85,005AC
R,0074,86,0054F
R,0074,87,01020
R,0074,88,00D8B
R,0074,89,0041A
R,0074,8A,0072F
R,0074,8B,00DB6
R,0074,8C,0104D
R,0074,8D,01379
R,0074,8E,006E1
R,0074,8F,00E72
R,0074,90,01468
R,0074,91,0072D
R,0074,92,00EEA
R,0074,93,00A0F
R,0074,94,0034C
R,0074,95,00816
R,0074,96,00CF1
R,0074,97,0038F
R,0074,98,0161C
R,0074,99,01109
R,0074,9A,006C0
R,0074,9B,00E5E
R,0074,9C,0046D
R,0074,9D,00FB1
R,0074,9E,01028
R,0074,9F,01236
R,0074,A0,00424
R,0074,A1,011D5
R,0074,A2,01379
R,0074,A3,011B4
R,0074,A4,00DB9
R,0074,A5,00E3F
R,0074,A6,01395
R,0074,A7,015E1
R,0074,A8,00E59
R,0074,A9,01323
R,0074,AA,0169F
R,0074,AB,0022A
R,0074,AC,00292
R,0074,AD,00633
R,0074,AE,01500
R,0074,AF,006E9
R,0074,B0,00EAB
R,0074,B1,011DA
R,0074,B2,0033B
R,0074,B3,003A7
R,0074,B4,0138A
R,0074,B5,013D4
R,0074,B6,0115E
R,0074,B7,01101
R,0074,B8,005F0
R,0074,B9,00225
R,0074,BA,0026F
R,0074,BB,0046E
R,0074,BC,00262
R,0074,BD,00D79
R,0074,BE,0058A
R,0074,BF,0070D
R,0074,C0,00C68
R,0074,C1,0100C
R,0074,C2,01396
R,0074,C3,011D7
R,0074,C4,004F5
R,0074,C5,0120C
R,0074,C6,008FE
R,0074,C7,00BEF
R,0074,C8,004D6
R,0074,C9,00AA3
R,0074,CA,0081C
R,0074,CB,00514
R,0074,CC,00A45
R,0074,CD,0161C
R,0074,CE,010EF
R,0074,CF,01221
R,0074,D0,01671
R,0074,D1,015C2
R,0074,D2,01658
R,0074,D3,00F81
R,0074,D4,0049B
R,0074,D5,01332
R,0074,D6,005F7
R,0074,D7,01601
R,0074,D8,00478
R,0074,D9,00538
R,0074,DA,00563
R,0074,DB,002A0
R,0074,DC,0089F
R,0074,DD,00678
R,0074,DE,002A3
R,0074,DF,0067E
R,0074,E0,01501
R,0074,E1,00225
R,0074,E2,006E3
R,0074,E3,010E5
R,0074,E4,01428
R,0074,E5,01615
R,0074,E6,002FD
R,0074,E7,00D96
R,0074,E8,004C4
R,0074,E9,014FC
R,0074,EA,014CB
R,0074,EB,00A9F
R,0074,EC,010BF
R,0074,ED,00272
R,0074,EE,00A1A
R,0074,EF,001D9
R,0074,F0,00C1C
R,0074,F1,013E6
R,0074,F2,00DFA
R,0074,F3,0084C
R,0074,F4,00B04
R,0074,F5,00F39
R,0074,F6,0097C
R,0074,F7,01571
R,0074,F8,00389
R,0074,F9,00F49
R,0074,FA,00DCE
R,0074,FB,01466
R,0074,FC,00852
R,0074,FD,00F16
R,0074,FE,007CB
R,0074,FF,00E83
T,0074,00555171
R,0075,00,00A1E
R,0075,01,01530
R,0075,02,01505
R,0075,03,003D1
R,0075,04,008C4
R,0075,05,0099B
R,0075,06,01214
R,0075,07,00AC5
R,0075,08,004B5
R,0075,09,00E0D
R,0075,0A,00987
R,0075,0B,01151
R,0075,0C,015D1
R,0075,0D,00D13
R,0075,0E,002C0
R,0075,0F,01385
R,0075,10,010D3
R,0075,11,01639
R,0075,12,0029C
R,0075,13,00DEA
R,0075,14,01184
R,0075,15,00862
R,0075,16,00F96
R,0075,17,015E6
R,0075,18,0094A
R,0075,19,014F6
R,0075,1A,013F5
R,0075,1B,00954
R,0075,1C,00C6F
R,0075,1D,0136C
R,0075,1E,01015
R,0075,1F,009D6
R,0075,20,007EA
R,0075,21,01399
R,0075,22,0159F
R,0075,23,013DD
R,0075,24,0154D
R,0075,25,01565
R,0075,26,00CF2
R,0075,27,0169F
R,0075,28,00977
R,0075,29,00D57
R,0075,2A,00547
R,0075,2B,006B7
R,0075,2C,01576
R,0075,2D,00C17
R,0075,2E,00A07
R,0075,2F,0066B
R,0075,30,0122D
R,0075,31,00256
R,0075,32,00EEC
R,0075,33,00CF9
R,0075,34,0027E
R,0075,35,004B2
R,0075,36,00822
R,0075,37,01011
R,0075,38,0165D
R,0075,39,008B0
R,0075,3A,006E8
R,0075,3B,001F3
R,0075,3C,0157A
R,0075,3D,00EDD
R,0075,3E,01069
R,0075,3F,00293
R,0075,40,0061D
R,0075,41,00E59
R,0075,42,00F18
R,0075,43,0132C
R,0075,44,00931
R,0075,45,00403
R,0075,46,011E4
R,0075,47,003E9
R,0075,48,005D4
R,0075,49,01398
R,0075,4A,00711
R,0075,4B,01308
R,0075,4C,003DF
R,0075,4D,0150B
R,0075,4E,01303
R,0075,4F,01141
R,0075,50,00E04
R,0075,51,0135D
R,0075,52,0062A
R,0075,53,0070B
R,0075,54,01352
R,0075,55,00E3E
R,0075,56,0024E
R,0075,57,01468
R,0075,58,004E3
R,0075,59,011D8
R,0075,5A,014AC
R,0075,5B,0158C
R,0075,5C,008D1
R,0075,5D,001FA
R,0075,5E,00DDC
R,0075,5F,00700
R,0075,60,005AB
R,0075,61,00A24
R,0075,62,00667
R,0075,63,00B2E
R,0075,64,00888
R,0075,65,01003
R,0075,66,012F7
R,0075,67,014DD
R,0075,68,00F2A
R,0075,69,01636
R,0075,6A,00E8D
R,0075,6B,00877
R,0075,6C,0119E
R,0075,6D,00FC1
R,0075,6E,01655
R,0075,6F,00D0F
R,0075,70,01621
R,0075,71,00AA4
R,0075,72,0117D
R,0075,73,010A7
R,0075,74,006CE
R,0075,75,01014
R,0075,76,001BE
R,0075,77,01533
R,0075,78,00844
R,0075,79,0068C
R,0075,7A,00FA5
R,0075,7B,01262
R,0075,7C,00A0A
R,0075,7D,0161E
R,0075,7E,00F74
R,0075,7F,005E9
R,0075,80,005FC
R,0075,81,00A27
R,0075,82,01395
R,0075,83,01191
R,0075,84,00883
R,0075,85,00598
R,0075,86,00549
R,0075,87,010ED
R,0075,88,00D03
R,0075,89,0041C
R,0075,8A,00701
R,0075,8B,00D8A
R,0075,8C,0114C
R,0075,8D,0138C
R,0075,8E,006ED
R,0075,8F,00DB1
R,0075,90,01483
R,0075,91,0073B
R,0075,92,00ED1
R,0075,93,00A26
R,0075,94,00352
R,0075,95,007D5
R,0075,96,00CB2
R,0075,97,00381
R,0075,98,0162A
R,0075,99,01116
R,0075,9A,00674
R,0075,9B,00DE2
R,0075,9C,00479
R,0075,9D,00FB7
R,0075,9E,01033
R,0075,9F,01146
R,0075,A0,003F9
R,0075,A1,01197
R,0075,A2,0137C
R,0075,A3,01174
R,0075,A4,00DBE
R,0075,A5,00E93
R,0075,A6,013D3
R,0075,A7,015D3
R,0075,A8,00E34
R,0075,A9,01341
R,0075,AA,0167F
R,0075,AB,0024B
R,0075,AC,00264
R,0075,AD,005F5
R,0075,AE,01561
R,0075,AF,00703
R,0075,B0,00E79
R,0075,B1,011B7
R,0075,B2,003A2
R,0075,B3,0035E
R,0075,B4,0139B
R,0075,B5,0139A
R,0075,B6,011D1
R,0075,B7,010B2
R,0075,B8,00590
R,0075,B9,0022F
R,0075,BA,00248
R,0075,BB,0046E
R,0075,BC,0025C
R,0075,BD,00D5F
R,0075,BE,00580
R,0075,BF,0073E
R,0075,C0,00C81
R,0075,C1,00FF4
R,0075,C2,0134C
R,0075,C3,011B0
R,0075,C4,00542
R,0075,C5,012C9
R,0075,C6,008DB
R,0075,C7,00C32
R,0075,C8,004C2
R,0075,C9,00A6F
R,0075,CA,0087E
R,0075,CB,00515
R,0075,CC,00A69
R,0075,CD,01622
R,0075,CE,0111C
R,0075,CF,011B8
R,0075,D0,01645
R,0075,D1,015C3
R,0075,D2,0165A
R,0075,D3,00F9B
R,0075,D4,00436
R,0075,D5,012F0
R,0075,D6,0065F
R,0075,D7,015EB
R,0075,D8,004D4
R,0075,D9,0051B
R,0075,DA,0053A
R,0075,DB,00299
R,0075,DC,0084E
R,0075,DD,005BD
R,0075,DE,002B5
R,0075,DF,0069E
R,0075,E0,01504
R,0075,E1,00224
R,0075,E2,00725
R,0075,E3,01144
R,0075,E4,013E9
R,0075,E5,0161B
R,0075,E6,0030E
R,0075,E7,00D68
R,0075,E8,004E9
R,0075,E9,01531
R,0075,EA,014A1
R,0075,EB,00A68
R,0075,EC,01094
R,0075,ED,0026C
R,0075,EE,00A44
R,0075,EF,001E3
R,0075,F0,00C02
R,0075,F1,01486
R,0075,F2,00DAE
R,0075,F3,0083D
R,0075,F4,00B5C
R,0075,F5,00F15
R,0075,F6,008B7
R,0075,F7,01578
R,0075,F8,0032D
R,0075,F9,00ED4
R,0075,FA,00DA6
R,0075,FB,01496
R,0075,FC,00892
R,0075,FD,00EFF
R,0075,FE,007C4
R,0075,FF,00E99
T,0075,00555171
R,0076,00,009B6
R,0076,01,014EA
R,0076,02,0151A
R,0076,03,003E4
R,0076,04,007D5
R,0076,05,0098B
R,0076,06,01220
R,0076,07,00B37
R,0076,08,00487
R,0076,09,00E53
R,0076,0A,00946
R,0076,0B,011E1
R,0076,0C,015C6
R,0076,0D,00D71
R,0076,0E,002DC
R,0076,0F,01385
R,0076,10,010DD
R,0076,11,01634
R,0076,12,0024F
R,0076,13,00E00
R,0076,14,0118B
R,0076,15,007FB
R,0076,16,00F86
R,0076,17,01603
R,0076,18,0098A
R,0076,19,014FA
R,0076,1A,01425
R,0076,1B,0095C
R,0076,1C,00D47
R,0076,1D,01312
R,0076,1E,00FE8
R,0076,1F,00976
R,0076,20,00830
R,0076,21,013FA
R,0076,22,0158C
R,0076,23,013B6
R,0076,24,01543
R,0076,25,01590
R,0076,26,00C76
R,0076,27,01685
R,0076,28,0098E
R,0076,29,00CF6
R,0076,2A,005D8
R,0076,2B,0068D
R,0076,2C,015A0
R,0076,2D,00C2B
R,0076,2E,00996
R,0076,2F,00644
R,0076,30,01244
R,0076,31,00230
R,0076,32,00EFD
R,0076,33,00CD3
R,0076,34,00222
R,0076,35,0049D
R,0076,36,0088F
R,0076,37,01031
R,0076,38,016A0
R,0076,39,0089A
R,0076,3A,006FC
R,0076,3B,001EB
R,0076,3C,01574
R,0076,3D,00F27
R,0076,3E,010CE
R,0076,3F,0026F
R,0076,40,00667
R,0076,41,00E57
R,0076,42,00F2C
R,0076,43,0133B
R,0076,44,0090B
R,0076,45,0040A
R,0076,46,011F3
R,0076,47,00370
R,0076,48,005A2
R,0076,49,01346
R,0076,4A,006DA
R,0076,4B,013D5
R,0076,4C,0039E
R,0076,4D,01490
R,0076,4E,012EA
R,0076,4F,01140
R,0076,50,00D78
R,0076,51,01388
R,0076,52,00645
R,0076,53,0070C
R,0076,54,01392
R,0076,55,00DEA
R,0076,56,0023E
R,0076,57,01489
R,0076,58,004C1
R,0076,59,011F4
R,0076,5A,014DE
R,0076,5B,01577
R,0076,5C,00941
R,0076,5D,001FE
R,0076,5E,00E04
R,0076,5F,006F1
R,0076,60,00590
R,0076,61,00A6D
R,0076,62,00707
R,0076,63,00A80
R,0076,64,00937
R,0076,65,01084
R,0076,66,012DD
R,0076,67,014D4
R,0076,68,00EB4
R,0076,69,0165D
R,0076,6A,00F54
R,0076,6B,008D2
R,0076,6C,011D1
R,0076,6D,00FE6
R,0076,6E,01664
R,0076,6F,00D23
R,0076,70,0160D
R,0076,71,00A35
R,0076,72,01170
R,0076,73,010AD
R,0076,74,0072F
R,0076,75,0101A
R,0076,76,001DE
R,0076,77,01543
R,0076,78,00824
R,0076,79,0062E
R,0076,7A,00F92
R,0076,7B,01278
R,0076,7C,0099F
R,0076,7D,01640
R,0076,7E,00F96
R,0076,7F,00604
R,0076,80,00625
R,0076,81,00A20
R,0076,82,013B5
R,0076,83,01148
R,0076,84,008F5
R,0076,85,0057E
R,0076,86,00592
R,0076,87,0107E
R,0076,88,00D33
R,0076,89,00417
R,0076,8A,006BB
R,0076,8B,00D5C
R,0076,8C,0110C
R,0076,8D,0136D
R,0076,8E,006C7
R,0076,8F,00E31
R,0076,90,014A7
R,0076,91,00754
R,0076,92,00F20
R,0076,93,009FC
R,0076,94,0038B
R,0076,95,00868
R,0076,96,00CA4
R,0076,97,00387
R,0076,98,015F9
R,0076,99,01124
R,0076,9A,006CA
R,0076,9B,00E49
R,0076,9C,0046D
R,0076,9D,01048
R,0076,9E,00FE3
R,0076,9F,01251
R,0076,A0,0040C
R,0076,A1,01196
R,0076,A2,0136C
R,0076,A3,01138
R,0076,A4,00DC1
R,0076,A5,00E9E
R,0076,A6,013D5
R,0076,A7,015CA
R,0076,A8,00E58
R,0076,A9,01323
R,0076,AA,01691
R,0076,AB,0020D
R,0076,AC,00262
R,0076,AD,00601
R,0076,AE,01535
R,0076,AF,00704
R,0076,B0,00EB6
R,0076,B1,0116F
R,0076,B2,003BD
R,0076,B3,00353
R,0076,B4,0133F
R,0076,B5,013C6
R,0076,B6,0119F
R,0076,B7,010DA
R,0076,B8,00573
R,0076,B9,0023C
R,0076,BA,0024E
R,0076,BB,00473
R,0076,BC,0021D
R,0076,BD,00D24
R,0076,BE,0058C
R,0076,BF,0073E
R,0076,C0,00C17
R,0076,C1,01052
R,0076,C2,013C6
R,0076,C3,011A7
R,0076,C4,00539
R,0076,C5,01274
R,0076,C6,0095A
R,0076,C7,00C1E
R,0076,C8,004B0
R,0076,C9,00A6A
R,0076,CA,00803
R,0076,CB,00524
R,0076,CC,00A21
R,0076,CD,01617
R,0076,CE,0110F
R,0076,CF,01253
R,0076,D0,01674
R,0076,D1,015C6
R,0076,D2,0163A
R,0076,D3,00F52
R,0076,D4,00435
R,0076,D5,01364
R,0076,D6,00639
R,0076,D7,015E8
R,0076,D8,0048D
R,0076,D9,0054E
R,0076,DA,00520
R,0076,DB,002B0
R,0076,DC,00841
R,0076,DD,005E7
R,0076,DE,002AD
R,0076,DF,00692
R,0076,E0,01534
R,0076,E1,00253
R,0076,E2,00680
R,0076,E3,011AD
R,0076,E4,013EE
R,0076,E5,01611
R,0076,E6,00308
R,0076,E7,00DB7
R,0076,E8,0051B
R,0076,E9,01542
R,0076,EA,014B5
R,0076,EB,00AB4
R,0076,EC,010C9
R,0076,ED,0028E
R,0076,EE,00A48
R,0076,EF,001DC
R,0076,F0,00B72
R,0076,F1,013CB
R,0076,F2,00DB7
R,0076,F3,00837
R,0076,F4,00B90
R,0076,F5,00F3E
R,0076,F6,008E1
R,0076,F7,0158D
R,0076,F8,00374
R,0076,F9,00F22
R,0076,FA,00DB9
R,0076,FB,014A7
R,0076,FC,0087C
R,0076,FD,00F1C
R,0076,FE,007A6
R,0076,FF,00E43
T,0076,00555171
R,0077,00,009B6
R,0077,01,01551
R,0077,02,0155A
R,0077,03,003F5
R,0077,04,0086A
R,0077,05,009BA
R,0077,06,011B9
R,0077,07,00B60
R,0077,08,0043C
R,0077,09,00EFC
R,0077,0A,008FD
R,0077,0B,01193
R,0077,0C,015EB
R,0077,0D,00D7A
R,0077,0E,0031B
R,0077,0F,01386
R,0077,10,010CF
R,0077,11,0162F
R,0077,12,0028E
R,0077,13,00E3D
R,0077,14,011A4
R,0077,15,00824
R,0077,16,00EDD
R,0077,17,01618
R,0077,18,009D0
R,0077,19,0154E
R,0077,1A,013EA
R,0077,1B,009AD
R,0077,1C,00C9E
R,0077,1D,01352
R,0077,1E,00FE2
R,0077,1F,009CE
R,0077,20,00840
R,0077,21,0139A
R,0077,22,0154A
R,0077,23,013E6
R,0077,24,0158B
R,0077,25,0158D
R,0077,26,00C02
R,0077,27,016CF
R,0077,28,00998
R,0077,29,00DD2
R,0077,2A,0061C
R,0077,2B,00697
R,0077,2C,01544
R,0077,2D,00C05
R,0077,2E,009FC
R,0077,2F,00634
R,0077,30,0125D
R,0077,31,00221
R,0077,32,00EED
R,0077,33,00D17
R,0077,34,0023A
R,0077,35,004B1
R,0077,36,00892
R,0077,37,00FD1
R,0077,38,01696
R,0077,39,008FD
R,0077,3A,00678
R,0077,3B,001E1
R,0077,3C,0158B
R,0077,3D,00F17
R,0077,3E,01130
R,0077,3F,00232
R,0077,40,005E4
R,0077,41,00E47
R,0077,42,00EFF
R,0077,43,01339
R,0077,44,0094B
R,0077,45,0043A
R,0077,46,01221
R,0077,47,00380
R,0077,48,005A0
R,0077,49,01387
R,0077,4A,006C7
R,0077,4B,0134E
R,0077,4C,00418
R,0077,4D,014C9
R,0077,4E,012ED
R,0077,4F,0118D
R,0077,50,00E0B
R,0077,51,013A1
R,0077,52,0065B
R,0077,53,0068B
R,0077,54,013A6
R,0077,55,00E82
R,0077,56,001ED
R,0077,57,014B5
R,0077,58,004B4
R,0077,59,011B1
R,0077,5A,014EB
R,0077,5B,01548
R,0077,5C,0093A
R,0077,5D,001E4
R,0077,5E,00DC9
R,0077,5F,00649
R,0077,60,005AB
R,0077,61,00A29
R,0077,62,00630
R,0077,63,00AA5
R,0077,64,00945
R,0077,65,0103E
R,0077,66,012CE
R,0077,67,01538
R,0077,68,00ED1
R,0077,69,01660
R,0077,6A,00F20
R,0077,6B,00861
R,0077,6C,011DB
R,0077,6D,00F67
R,0077,6E,01677
R,0077,6F,00D88
R,0077,70,0162E
R,0077,71,00ABB
R,0077,72,01168
R,0077,73,010FA
R,0077,74,00704
R,0077,75,01003
R,0077,76,001D0
R,0077,77,0150B
R,0077,78,00841
R,0077,79,0063B
R,0077,7A,00F9E
R,0077,7B,011E5
R,0077,7C,0099B
R,0077,7D,01634
R,0077,7E,00FBE
R,0077,7F,005F5
R,0077,80,005D4
R,0077,81,00A27
R,0077,82,013A5
R,0077,83,01156
R,0077,84,00888
R,0077,85,0061D
R,0077,86,0052D
R,0077,87,01091
R,0077,88,00DA1
R,0077,89,003E0
R,0077,8A,006B3
R,0077,8B,00DBA
R,0077,8C,01165
R,0077,8D,01369
R,0077,8E,006B0
R,0077,8F,00DFD
R,0077,90,01460
R,0077,91,007B7
R,0077,92,00F03
R,0077,93,00A1A
R,0077,94,0036C
R,0077,95,0081B
R,0077,96,00CBD
R,0077,97,00353
R,0077,98,01605
R,0077,99,01131
R,0077,9A,006E7
R,0077,9B,00E52
R,0077,9C,00453
R,0077,9D,00F91
R,0077,9E,01035
R,0077,9F,011FE
R,0077,A0,003F9
R,0077,A1,011BE
R,0077,A2,013C9
R,0077,A3,0113F
R,0077,A4,00DAF
R,0077,A5,00E03
R,0077,A6,013C1
R,0077,A7,0159F
R,0077,A8,00E62
R,0077,A9,01318
R,0077,AA,0168D
R,0077,AB,0022B
R,0077,AC,00289
R,0077,AD,005C7
R,0077,AE,0156B
R,0077,AF,006D5
R,0077,B0,00EC4
R,0077,B1,01177
R,0077,B2,0037F
R,0077,B3,00354
R,0077,B4,01343
R,0077,B5,013A2
R,0077,B6,01187
R,0077,B7,010FC
R,0077,B8,005A2
R,0077,B9,00243
R,0077,BA,00242
R,0077,BB,00492
R,0077,BC,0023E
R,0077,BD,00DC5
R,0077,BE,0054F
R,0077,BF,007D2
R,0077,C0,00C4D
R,0077,C1,01087
R,0077,C2,01339
R,0077,C3,011F3
R,0077,C4,0055E
R,0077,C5,01251
R,0077,C6,008DE
R,0077,C7,00BB5
R,0077,C8,004C9
R,0077,C9,00ACE
R,0077,CA,007E6
R,0077,CB,00572
R,0077,CC,00A10
R,0077,CD,0162C
R,0077,CE,0112E
R,0077,CF,0124D
R,0077,D0,0165E
R,0077,D1,015B2
R,0077,D2,01639
R,0077,D3,00F8B
R,0077,D4,00413
R,0077,D5,01301
R,0077,D6,0056B
R,0077,D7,015E6
R,0077,D8,0050F
R,0077,D9,004CC
R,0077,DA,005DF
R,0077,DB,0029E
R,0077,DC,008C1
R,0077,DD,00631
R,0077,DE,002AB
R,0077,DF,00689
R,0077,E0,01504
R,0077,E1,00229
R,0077,E2,0071C
R,0077,E3,011B1
R,0077,E4,01430
R,0077,E5,0160E
R,0077,E6,00343
R,0077,E7,00D4D
R,0077,E8,00544
R,0077,E9,0153F
R,0077,EA,01475
R,0077,EB,00A81
R,0077,EC,0107C
R,0077,ED,00258
R,0077,EE,00A33
R,0077,EF,001E8
R,0077,F0,00CBA
R,0077,F1,013F3
R,0077,F2,00DCE
R,0077,F3,00810
R,0077,F4,00B42
R,0077,F5,00EF2
R,0077,F6,008FA
R,0077,F7,015A6
R,0077,F8,0034A
R,0077,F9,00F67
R,0077,FA,00DBF
R,0077,FB,01489
R,0077,FC,00890
R,0077,FD,00E8E
R,0077,FE,00815
R,0077,FF,00EC2
T,0077,00554721
R,0078,00,009D9
R,0078,01,0155F
R,0078,02,014E9
R,0078,03,003E1
R,0078,04,00895
R,0078,05,00952
R,0078,06,0116F
R,0078,07,00B04
R,0078,08,00455
R,0078,09,00E51
R,0078,0A,008F5
R,0078,0B,011E0
R,0078,0C,015E8
R,0078,0D,00D31
R,0078,0E,002DC
R,0078,0F,0139A
R,0078,10,01130
R,0078,11,01642
R,0078,12,00292
R,0078,13,00E08
R,0078,14,0118D
R,0078,15,00893
R,0078,16,00F70
R,0078,17,015EC
R,0078,18,009DA
R,0078,19,0151E
R,0078,1A,013E7
R,0078,1B,009E5
R,0078,1C,00D18
R,0078,1D,0132C
R,0078,1E,01008
R,0078,1F,0096B
R,0078,20,007FD
R,0078,21,01365
R,0078,22,015A4
R,0078,23,013F4
R,0078,24,0155A
R,0078,25,01560
R,0078,26,00C92
R,0078,27,016BD
R,0078,28,00998
R,0078,29,00D6E
R,0078,2A,005DB
R,0078,2B,00637
R,0078,2C,01566
R,0078,2D,00C3F
R,0078,2E,00995
R,0078,2F,005FB
R,0078,30,0126A
R,0078,31,0024C
R,0078,32,00EF0
R,0078,33,00CF3
R,0078,34,00235
R,0078,35,0046F
R,0078,36,00892
R,0078,37,00FFC
R,0078,38,01680
R,0078,39,00857
R,0078,3A,005EB
R,0078,3B,001DB
R,0078,3C,0157C
R,0078,3D,00ED5
R,0078,3E,01139
R,0078,3F,0029C
R,0078,40,005FB
R,0078,41,00E0D
R,0078,42,00F19
R,0078,43,0137C
R,0078,44,00938
R,0078,45,003FE
R,0078,46,0122A
R,0078,47,0038F
R,0078,48,005C3
R,0078,49,0135E
R,0078,4A,0070A
R,0078,4B,0130A
R,0078,4C,003CB
R,0078,4D,014D6
R,0078,4E,0132F
R,0078,4F,01128
R,0078,50,00DA8
R,0078,51,013AD
R,0078,52,0060B
R,0078,53,006FA
R,0078,54,013FC
R,0078,55,00E42
R,0078,56,001C8
R,0078,57,014A2
R,0078,58,004BA
R,0078,59,011B8
R,0078,5A,01502
R,0078,5B,01584
R,0078,5C,00906
R,0078,5D,001CF
R,0078,5E,00DCC
R,0078,5F,00687
R,0078,60,00612
R,0078,61,00A4D
R,0078,62,00692
R,0078,63,00A3E
R,0078,64,0091A
R,0078,65,0107C
R,0078,66,012DA
R,0078,67,01514
R,0078,68,00DA5
R,0078,69,0163C
R,0078,6A,00EED
R,0078,6B,0089E
R,0078,6C,01216
R,0078,6D,00FA1
R,0078,6E,01667
R,0078,6F,00D7C
R,0078,70,0161F
R,0078,71,00AA3
R,0078,72,01162
R,0078,73,010C3
R,0078,74,006F8
R,0078,75,01077
R,0078,76,001DA
R,0078,77,01509
R,0078,78,00842
R,0078,79,00654
R,0078,7A,00FC5
R,0078,7B,011DC
R,0078,7C,00998
R,0078,7D,0161E
R,0078,7E,00FF0
R,0078,7F,00653
R,0078,80,005B2
R,0078,81,00A88
R,0078,82,0138C
R,0078,83,0118F
R,0078,84,00853
R,0078,85,005A6
R,0078,86,00505
R,0078,87,01089
R,0078,88,00D5C
R,0078,89,00400
R,0078,8A,0072B
R,0078,8B,00DA4
R,0078,8C,01180
R,0078,8D,01360
R,0078,8E,0069C
R,0078,8F,00E18
R,0078,90,014CA
R,0078,91,007B3
R,0078,92,00EF0
R,0078,93,00A97
R,0078,94,0034C
R,0078,95,0085F
R,0078,96,00C6D
R,0078,97,003EE
R,0078,98,015FF
R,0078,99,01137
R,0078,9A,006F0
R,0078,9B,00E0D
R,0078,9C,0049E
R,0078,9D,01007
R,0078,9E,0100E
R,0078,9F,011A8
R,0078,A0,00418
R,0078,A1,011A3
R,0078,A2,013F6
R,0078,A3,01158
R,0078,A4,00DC0
R,0078,A5,00E31
R,0078,A6,013C0
R,0078,A7,015CD
R,0078,A8,00E3D
R,0078,A9,012C4
R,0078,AA,01693
R,0078,AB,0022F
R,0078,AC,00279
R,0078,AD,0059C
R,0078,AE,01506
R,0078,AF,006BA
R,0078,B0,00E9B
R,0078,B1,011B9
R,0078,B2,003F1
